序号,企业名称,国家,省份,城市,经度,纬度,备注
386,山东华埠特克智能机电工程有限公司,中国,山东,济南,,,未找到坐标
387,山东泉景胜跃信息技术有限公司,中国,山东,济南,,,未找到坐标
388,山东星冉信息科技有限公司,中国,山东,济南,117.272995,36.653278,
389,山东大千管理咨询有限公司,中国,山东,济南,117.053935,36.655551,
390,山东建固特种专业工程有限公司,中国,山东,济南,,,未找到坐标
391,山东正中信息技术股份有限公司,中国,山东,济南,117.147069,36.663789,
392,山东方正恒通智能科技有限公司,中国,山东,济南,,,未找到坐标
393,济南舜信达电力科技有限公司,中国,山东,济南,117.135016,36.666694,
394,山东绿创环境科技有限公司,中国,山东,济南,117.099697,36.674101,
395,理文科技（山东）股份有限公司,中国,山东,济南,,,未找到坐标
396,法正智能科技有限公司,中国,山东,济南,,,未找到坐标
397,山东铭智达自动化科技有限公司,中国,山东,济南,,,未找到坐标
398,山东维克特信息技术有限公司,中国,山东,济南,,,未找到坐标
399,卓华光电科技集团有限公司,中国,山东,济南,,,未找到坐标
400,山东建筑大学工程鉴定加固研究院有限公司,中国,山东,济南,,,未找到坐标
401,山东创德智能科技有限公司,中国,山东,济南,,,未找到坐标
402,山东德能物联科技有限公司,中国,山东,济南,,,未找到坐标
403,匠为文化科技集团有限公司,中国,山东,济南,116.984710,36.613400,
404,济南若泰数控科技有限公司,中国,山东,济南,,,未找到坐标
405,山东鹰格信息工程有限公司,中国,山东,济南,116.985158,36.630902,
406,山东盛德智能科技股份有限公司,中国,山东,济南,,,未找到坐标
407,济南强力制辊设备有限公司,中国,山东,济南,,,未找到坐标
408,济南海州专用车有限公司,中国,山东,济南,116.901835,36.592814,
409,山东智和创信息技术有限公司,中国,山东,济南,,,未找到坐标
410,山东怡鲁科技有限公司,中国,山东,济南,117.007575,36.658825,
411,济南晶程电器有限公司,中国,山东,济南,116.976800,36.612852,
412,山东恒辉软件有限公司,中国,山东,济南,,,未找到坐标
413,济南晨生医疗科技有限公司,中国,山东,济南,116.920812,36.633456,
414,观云（山东）智能科技有限公司,中国,山东,济南,117.225175,36.668675,
415,信启奇慧（山东）数字技术有限公司,中国,山东,济南,,,未找到坐标
416,济南瑞源智能城市开发有限公司,中国,山东,济南,,,未找到坐标
417,济南中创工业测试系统有限公司,中国,山东,济南,116.932029,36.704752,
418,山东金斗网络科技有限公司,中国,山东,济南,,,未找到坐标
419,济南精益达农牧机械有限公司,中国,山东,济南,,,未找到坐标
420,山东瑞诺液压机械有限公司,中国,山东,济南,116.912011,36.719130,
421,山东唯尚科技发展有限公司,中国,山东,济南,,,未找到坐标
422,山东新时代数控科技有限公司,中国,山东,济南,116.872170,36.687357,
423,印美（山东）文化科技有限公司,中国,山东,济南,,,未找到坐标
424,山东驰戈电气设备有限公司,中国,山东,济南,116.896660,36.666138,
425,山东开创云计算有限公司,中国,山东,济南,,,未找到坐标
426,山东山建机械有限公司,中国,山东,济南,,,未找到坐标
427,济南绿宝纸制品有限公司,中国,山东,济南,117.120128,36.652069,
428,山东交院机械装备科技有限公司,中国,山东,济南,,,未找到坐标
429,济南同誉新材料科技有限公司,中国,山东,济南,,,未找到坐标
430,中科卫星(山东)信息技术有限公司,中国,山东,济南,,,未找到坐标
431,济南际通智能制造有限公司,中国,山东,济南,116.891941,36.795701,
432,山东德源电力科技股份有限公司,中国,山东,济南,116.924528,36.796900,
433,济南东方雨虹建筑材料有限公司,中国,山东,济南,116.899675,36.809429,
434,济南铂晶电子科技股份有限公司,中国,山东,济南,117.031625,36.679825,
435,山东瑞龙环保科技有限公司,中国,山东,济南,116.989076,36.659156,
436,山东梅格彤天电气有限公司,中国,山东,济南,116.922497,36.807050,
437,济南佳进新材料有限公司,中国,山东,济南,116.887079,36.802658,
438,山东建研科技发展有限公司,中国,山东,济南,,,未找到坐标
439,山东品象文化产业有限公司,中国,山东,济南,,,未找到坐标
440,同方德诚（山东）科技股份公司,中国,山东,济南,,,未找到坐标
441,麒麟（山东）医药科技有限公司,中国,山东,济南,,,未找到坐标
442,济南轨道交通新材料有限公司,中国,山东,济南,117.054287,36.720631,
443,济南六度网络技术有限公司,中国,山东,济南,,,未找到坐标
444,济南济钢数创科技有限公司,中国,山东,济南,117.178381,36.721376,
445,山东省淮海建设管理集团有限公司,中国,山东,济南,117.107326,36.701843,
446,济南中意维尔科技有限公司,中国,山东,济南,,,未找到坐标
447,山东省环保发展集团科技有限公司,中国,山东,济南,117.124275,36.651475,
448,济南超级计算中心有限公司,中国,山东,济南,117.048344,36.643779,
449,济南闰凯医疗器械有限公司,中国,山东,济南,,,未找到坐标
450,山东省环科院环境检测有限公司,中国,山东,济南,,,未找到坐标
451,山东怀思人工智能科技有限公司,中国,山东,济南,,,未找到坐标
452,山东旗帜信息有限公司,中国,山东,济南,117.265893,36.658771,
453,山东志盈医学科技有限公司,中国,山东,济南,117.225422,36.677838,
454,济南作为科技有限公司,中国,山东,济南,117.120128,36.652069,
455,水发养护工程(山东)集团有限公司,中国,山东,济南,,,未找到坐标
456,山东锦尚田生物科技有限公司,中国,山东,济南,117.291278,36.844596,
457,济南林青铸造技术有限公司,中国,山东,济南,117.221214,36.658901,
458,山东种业智科农业服务集团有限公司,中国,山东,济南,,,未找到坐标
459,山东齐盛水务发展有限公司,中国,山东,济南,117.220819,36.686890,
460,济南思明特科技有限公司,中国,山东,济南,117.277768,36.734804,
461,山东闻远通信技术有限公司,中国,山东,济南,,,未找到坐标
462,山东智捷电子商务有限公司,中国,山东,济南,117.031625,36.679825,
463,山东尚安智能科技有限公司,中国,山东,济南,,,未找到坐标
464,山东豸信认证服务有限公司,中国,山东,济南,117.223327,36.692860,
465,济南中科数控设备有限公司,中国,山东,济南,,,未找到坐标
466,山东山科智晶光电科技有限公司,中国,山东,济南,,,未找到坐标
467,山东博科快速检测技术有限公司,中国,山东,济南,,,未找到坐标
468,山东耀华玻璃有限公司,中国,山东,济南,117.303008,36.740644,
469,济南镭曼数控设备有限公司,中国,山东,济南,117.152211,36.777979,
470,山东云旗信息科技有限公司,中国,山东,济南,,,未找到坐标
471,山东上远环保科技有限公司,中国,山东,济南,,,未找到坐标
472,山东辰轩机器人科技有限公司,中国,山东,济南,,,未找到坐标
473,山东智邦建设工程检测有限公司,中国,山东,济南,,,未找到坐标
474,佰伦茨暖通科技（山东）有限责任公司,中国,山东,济南,117.225925,36.677275,
475,山东思科捷生物技术有限公司,中国,山东,济南,117.247391,36.660318,
476,山东微波电真空技术有限公司,中国,山东,济南,,,未找到坐标
477,山东通恒检测技术有限公司,中国,山东,济南,,,未找到坐标
478,山东涌达设备检测技术有限公司,中国,山东,济南,,,未找到坐标
479,济南天恒盛检测技术咨询服务有限公司,中国,山东,济南,,,未找到坐标
480,山东铂锐激光科技有限公司,中国,山东,济南,117.085056,36.682626,
481,济南火哨安全科技有限公司,中国,山东,济南,,,未找到坐标
482,山东鼎瑞泰沣实业有限公司,中国,山东,济南,116.788476,36.597772,
483,山东长青金属表面工程有限公司,中国,山东,济南,117.476464,36.593305,
484,山东明天机械集团股份有限公司,中国,山东,济南,117.620397,36.701825,
485,章丘市绿创农业科技有限公司,中国,山东,济南,,,未找到坐标
486,山东明风机械制造有限公司,中国,山东,济南,117.633655,36.694613,
487,济南润智机械制造有限公司,中国,山东,济南,117.384045,36.728366,
488,济南泰康锻造股份有限公司,中国,山东,济南,,,未找到坐标
489,济南圣泉倍进陶瓷过滤器有限公司,中国,山东,济南,,,未找到坐标
490,山东鹏程光伏材料有限公司,中国,山东,济南,117.572761,36.684546,
491,山东鑫永恒新材料有限公司,中国,山东,济南,,,未找到坐标
492,山东达洁过滤器有限公司,中国,山东,济南,,,未找到坐标
493,济南天马泰山石材有限公司,中国,山东,济南,117.494709,36.679717,
494,济南隆超石油机械锻造有限公司,中国,山东,济南,117.621985,36.702797,
495,山东神舟制冷设备有限公司,中国,山东,济南,,,未找到坐标
496,中材人工晶体研究院（山东）有限公司,中国,山东,济南,117.590436,36.683592,
497,济南吉隆锻造有限公司,中国,山东,济南,117.491283,36.642689,
498,山东聚鑫集团钢结构有限公司,中国,山东,济南,117.582063,36.690484,
499,山东南海气囊工程有限公司,中国,山东,济南,117.507585,36.685126,
500,山东中合果蔬食品有限公司,中国,山东,济南,117.398131,36.673729,
501,济南安地冶金机械设备有限公司,中国,山东,济南,117.579744,36.691457,
502,好为尔机械（山东）有限公司,中国,山东,济南,117.148330,36.991009,
503,济南冰思源制冷设备有限公司,中国,山东,济南,117.165201,36.951003,
504,济南奥普瑞思智能装备有限公司,中国,山东,济南,117.178284,36.938291,
505,山东汉方制药股份有限公司,中国,山东,济南,,,未找到坐标
506,济南泽业机床制造有限公司,中国,山东,济南,117.165736,36.978565,
507,济南深蓝动物保健品有限公司,中国,山东,济南,117.169481,36.983938,
508,山东正奇塑料机械有限公司,中国,山东,济南,117.707798,36.204318,
509,山东裕城生物技术有限公司,中国,山东,济南,,,未找到坐标
510,山东欣润同创环保科技有限公司,中国,山东,济南,117.554803,36.301245,
511,山东苗旺节水灌溉设备有限公司,中国,山东,济南,,,未找到坐标
512,山东朗进通信有限公司,中国,山东,济南,,,未找到坐标
513,山东天铭重工科技股份有限公司,中国,山东,济南,117.610825,36.285795,
514,山东盛博莱电力工程有限公司,中国,山东,济南,117.718725,36.200925,
515,山东青山铸造有限公司,中国,山东,济南,117.680666,36.557042,
516,山东舜博金属制品有限公司,中国,山东,济南,,,未找到坐标
517,山东恒威电力设备有限公司,中国,山东,济南,117.589928,36.295303,
518,山东希格斯新能源有限责任公司,中国,山东,济南,,,未找到坐标
519,朗屹环保科技（山东）有限公司,中国,山东,济南,,,未找到坐标
520,瑞希精工装备制造（山东）有限公司,中国,山东,济南,,,未找到坐标
521,山东茂盛管业有限公司,中国,山东,济南,117.629216,36.251983,
522,山东亿金传动有限公司,中国,山东,济南,117.797231,36.067286,
523,济南科汇新材料有限公司,中国,山东,济南,117.120128,36.652069,
524,山东九龙新材料有限公司,中国,山东,济南,117.831485,36.155753,
525,济南方圆制管有限公司,中国,山东,济南,117.798102,36.125232,
526,济南领秀激光设备有限公司,中国,山东,济南,116.490687,36.299082,
527,山东智鑫医疗科技有限公司,中国,山东,济南,,,未找到坐标
528,济南二机床集团（平阴）产业园有限公司,中国,山东,济南,116.413184,36.264448,
529,济南龙山炭素有限公司,中国,山东,济南,116.485615,36.193515,
530,山东新科特电气有限公司,中国,山东,济南,116.497603,36.287509,
531,山东东冠电气有限公司,中国,山东,济南,116.408155,36.292513,
532,山东建成建设机械有限公司,中国,山东,济南,,,未找到坐标
533,济南佳森包装设备有限公司,中国,山东,济南,117.120128,36.652069,
534,山东平阴丰源炭素有限责任公司,中国,山东,济南,116.477712,36.197430,
535,济南力宽机械配件有限公司,中国,山东,济南,116.432312,36.272247,
536,济南晨彩包装印刷有限公司,中国,山东,济南,116.426069,36.274788,
537,济南春生机械有限公司,中国,山东,济南,116.460572,36.239385,
538,山东万豪作物科学有限公司,中国,山东,济南,,,未找到坐标
539,济南天邦化工有限公司,中国,山东,济南,117.132173,37.151621,
540,山东汇格生物科技有限公司,中国,山东,济南,,,未找到坐标
541,济南汉葳电气有限公司,中国,山东,济南,117.132119,37.154289,
542,山东佳梆机械科技有限公司,中国,山东,济南,,,未找到坐标
543,山东诺扬检测技术有限公司,中国,山东,济南,,,未找到坐标
544,山东德洋计量检测有限公司,中国,山东,济南,,,未找到坐标
545,山东高速新材料科技有限公司,中国,山东,济南,117.109219,37.156760,
546,山东优派特造纸机械有限公司,中国,山东,济南,117.142223,37.156091,
547,山东齐鲁化纺有限公司,中国,山东,济南,,,未找到坐标
548,济南华庆农业机械科技有限公司,中国,山东,济南,117.101772,37.190521,
549,山东东展建筑科技有限公司,中国,山东,济南,117.148585,37.361705,
550,山东泽业机床制造有限公司,中国,山东,济南,117.066365,37.407946,
551,山东华盟机械制造有限公司,中国,山东,济南,117.264425,37.295325,
552,龙雕智能装备（山东）有限公司,中国,山东,济南,,,未找到坐标
553,齐鲁宏业纺织集团有限公司,中国,山东,济南,,,未找到坐标
554,中建八局建筑科技（山东）有限公司,中国,山东,济南,117.096805,37.198530,
555,创意银航（山东）技术有限公司,中国,山东,济南,117.228380,36.695541,
556,山东新北方电气设备有限公司,中国,山东,济南,,,未找到坐标
557,山东润禧生物科技有限公司,中国,山东,济南,,,未找到坐标
558,济南易考软件技术有限公司,中国,山东,济南,,,未找到坐标
559,济南极源生物科技有限公司,中国,山东,济南,,,未找到坐标
560,知岐健康产业（山东）集团有限公司,中国,山东,济南,117.322485,36.703695,
561,山东鲁新设计工程股份有限公司,中国,山东,济南,117.139001,36.675087,
562,山东博纳生物科技集团有限公司,中国,山东,济南,117.230047,36.693898,
563,济南环陶环保工程有限公司,中国,山东,济南,,,未找到坐标
564,山东正云信息科技有限公司,中国,山东,济南,,,未找到坐标
565,山东仁智信息工程有限公司,中国,山东,济南,,,未找到坐标
566,济南爱维互联网有限公司,中国,山东,济南,117.120128,36.652069,
567,山东华邮科教信息技术有限公司,中国,山东,济南,,,未找到坐标
568,宜明（济南）生物科技有限公司,中国,山东,济南,,,未找到坐标
569,山东科捷工程检测有限公司,中国,山东,济南,117.272480,36.652805,
570,山东和兑智能科技有限公司,中国,山东,济南,,,未找到坐标
571,山东天酵源生物科技有限公司,中国,山东,济南,,,未找到坐标
572,山东镭研激光科技有限公司,中国,山东,济南,,,未找到坐标
573,山东电工时代能源科技有限公司,中国,山东,济南,116.968898,36.687055,
574,山东青橙数字科技有限公司,中国,山东,济南,,,未找到坐标
575,中科正源（山东）光电科技有限公司,中国,山东,济南,,,未找到坐标
576,山东华天电气有限公司,中国,山东,济南,117.127026,36.680540,
577,山东太平洋环保股份有限公司,中国,山东,济南,117.098844,36.676315,
578,济南昊远智能科技有限公司,中国,山东,济南,,,未找到坐标
579,山东领创信息科技有限公司,中国,山东,济南,,,未找到坐标
580,山东微笑数据科技有限公司,中国,山东,济南,117.133019,36.674301,
581,山东金璋隆祥智能科技有限责任公司,中国,山东,济南,,,未找到坐标
582,山东首瀚信息科技有限公司,中国,山东,济南,,,未找到坐标
583,山东宜美科节能服务有限责任公司,中国,山东,济南,117.099643,36.658469,
584,山东普尼奥水处理科技有限公司,中国,山东,济南,116.896807,36.678897,
585,国网智能科技股份有限公司,中国,山东,济南,117.128768,36.672899,
586,济南高品伟业信息科技有限公司,中国,山东,济南,,,未找到坐标
587,山东新松工业软件研究院股份有限公司,中国,山东,济南,,,未找到坐标
588,山东达冠医药科技有限公司,中国,山东,济南,117.322757,36.705295,
589,山东尚健医疗科技有限公司,中国,山东,济南,,,未找到坐标
590,济南爱新卓尔医学检验有限公司,中国,山东,济南,,,未找到坐标
591,济南普华春天应用软件有限公司,中国,山东,济南,,,未找到坐标
592,济南科明数码技术股份有限公司,中国,山东,济南,117.141172,36.664307,
593,山东鲁明新材料有限公司,中国,山东,济南,117.205495,36.793969,
594,山东天泰环境科技有限公司,中国,山东,济南,117.125278,36.679196,
595,山东产研金融科技研究院有限公司,中国,山东,济南,,,未找到坐标
596,济南凯晨生物科技有限公司,中国,山东,济南,,,未找到坐标
597,山东标准检测技术有限公司,中国,山东,济南,117.341265,36.686012,
598,中科骊久（济南）机器人有限公司,中国,山东,济南,,,未找到坐标
599,山东奥淼科技发展有限公司,中国,山东,济南,,,未找到坐标
600,山东比沃斯机电工程有限公司,中国,山东,济南,117.136133,36.667164,
601,山东君合市政建设集团有限公司,中国,山东,济南,117.222112,36.653540,
602,山东华智人才科技有限公司,中国,山东,济南,,,未找到坐标
603,山东华泰保尔水务农业装备工程有限公司,中国,山东,济南,117.282369,36.691934,
604,山东鼎夏智能科技有限公司,中国,山东,济南,117.148629,36.661223,
605,山东天铭医药科技有限公司,中国,山东,济南,,,未找到坐标
606,山东巨微智能技术有限公司,中国,山东,济南,117.125319,36.676991,
607,济南三鼎电气有限责任公司,中国,山东,济南,117.132684,36.666915,
608,山东百灵互联网医疗健康有限公司,中国,山东,济南,,,未找到坐标
609,凯丰智慧（山东省）市政工程有限公司,中国,山东,济南,,,未找到坐标
610,山东省资源环境建设集团有限公司,中国,山东,济南,117.144323,36.662874,
611,山东华城工程技术有限公司,中国,山东,济南,,,未找到坐标
612,山东平伟医疗技术有限公司,中国,山东,济南,,,未找到坐标
613,山东星乾信息科技有限公司,中国,山东,济南,,,未找到坐标
614,山东建研检测检验科技有限公司,中国,山东,济南,117.284779,36.701956,
615,山东旷为信息科技有限公司,中国,山东,济南,,,未找到坐标
616,山东华商亿源制冷空调工程有限公司,中国,山东,济南,,,未找到坐标
617,山东百舜信息技术有限公司,中国,山东,济南,,,未找到坐标
618,山东博通节能科技有限公司,中国,山东,济南,,,未找到坐标
619,泉脉农业科技有限公司,中国,山东,济南,116.807305,36.507504,
620,山东汇创信息技术有限公司,中国,山东,济南,,,未找到坐标
621,山东顺能网络科技有限公司,中国,山东,济南,,,未找到坐标
622,济南东和信息技术有限公司,中国,山东,济南,,,未找到坐标
623,山东泓科信息技术有限公司,中国,山东,济南,117.127679,36.674153,
624,济南创泽生物医药科技有限公司,中国,山东,济南,,,未找到坐标
625,山东瑶安电子科技发展有限公司,中国,山东,济南,117.152681,36.660583,
626,济南沃隆软件技术有限公司,中国,山东,济南,,,未找到坐标
627,山东文保文物修复技术有限公司,中国,山东,济南,117.222338,36.657031,
628,济南德尔姆仪器有限公司,中国,山东,济南,117.300782,36.702219,
629,山东丞辉信息科技发展有限公司,中国,山东,济南,,,未找到坐标
630,山东友大软件科技有限公司,中国,山东,济南,,,未找到坐标
631,山东经纬信息集团有限公司,中国,山东,济南,,,未找到坐标
632,山东军地信息技术集团有限公司,中国,山东,济南,,,未找到坐标
633,赛克赛斯生物科技股份有限公司,中国,山东,济南,117.140503,36.683940,
634,迈德（山东）科技股份有限公司,中国,山东,济南,,,未找到坐标
635,山东天泰啤酒设备有限公司,中国,山东,济南,,,未找到坐标
636,山东路科公路信息咨询有限公司,中国,山东,济南,,,未找到坐标
637,山东水发生命科学研究有限公司,中国,山东,济南,117.326650,36.703689,
638,山东浪潮科学研究院有限公司,中国,山东,济南,117.130009,36.663726,
639,山东耀智信息科技有限公司,中国,山东,济南,,,未找到坐标
640,山东小鸭冷链有限公司,中国,山东,济南,,,未找到坐标
641,山东煜德电子技术有限公司,中国,山东,济南,117.129020,36.673805,
642,山东万腾智能科技有限公司,中国,山东,济南,,,未找到坐标
643,山东智慧照明科技有限公司,中国,山东,济南,,,未找到坐标
644,济南祥控自动化设备有限公司,中国,山东,济南,,,未找到坐标
645,济南行者网络科技有限公司,中国,山东,济南,,,未找到坐标
646,山东圣瑞信息技术有限公司,中国,山东,济南,,,未找到坐标
647,山东万腾数字科技有限公司,中国,山东,济南,,,未找到坐标
648,山东科讯生物芯片技术有限公司,中国,山东,济南,,,未找到坐标
649,山东朝启电子科技有限公司,中国,山东,济南,117.225771,36.677535,
650,山东舒尔智能工程有限公司,中国,山东,济南,,,未找到坐标
651,山东东林环境科技有限公司,中国,山东,济南,,,未找到坐标
652,云科（山东）电子科技有限公司,中国,山东,济南,117.031625,36.679825,
653,山东中测校准质控技术有限公司,中国,山东,济南,117.214981,36.651763,
654,瀚高基础软件股份有限公司,中国,山东,济南,117.142342,36.665541,
655,山东客套智能科技有限公司,中国,山东,济南,,,未找到坐标
656,山东鑫雅特艺纸制品有限公司,中国,山东,济南,117.245110,36.885864,
657,山东国耀量子雷达科技有限公司,中国,山东,济南,,,未找到坐标
658,山东深蓝智谱数字科技有限公司,中国,山东,济南,117.133409,36.668795,
659,山东浪潮智慧能源科技有限公司,中国,山东,济南,117.126824,36.664448,
660,山东中鸿特检生物科技有限公司,中国,山东,济南,,,未找到坐标
661,济南光机医疗设备有限公司,中国,山东,济南,117.120128,36.652069,
662,山东金码信息技术有限公司,中国,山东,济南,,,未找到坐标
663,山东同智信息科技有限公司,中国,山东,济南,,,未找到坐标
664,山东旭研信息科技有限公司,中国,山东,济南,,,未找到坐标
665,山东壹酒叮咚电子技术有限公司,中国,山东,济南,117.031625,36.679825,
666,济南金港热处理有限公司,中国,山东,济南,117.200385,36.791104,
667,山东恒道信息技术有限公司,中国,山东,济南,117.002488,36.662317,
668,山东网聪信息科技有限公司,中国,山东,济南,117.136658,36.677413,
669,山东新睿信息科技有限公司,中国,山东,济南,,,未找到坐标
670,山东乐普韦尔自动化技术有限公司,中国,山东,济南,117.132209,36.673764,
671,山东电工配网科技发展有限公司,中国,山东,济南,,,未找到坐标
672,山东和信智能科技有限公司,中国,山东,济南,,,未找到坐标
673,山东八宇网络科技有限公司,中国,山东,济南,,,未找到坐标
674,华杰恒信（山东）电子科技有限公司,中国,山东,济南,117.031625,36.679825,
675,山东大丁木丰科技信息有限公司,中国,山东,济南,,,未找到坐标
676,山东小鸭新能源科技有限公司,中国,山东,济南,,,未找到坐标
677,山东锋士信息技术有限公司,中国,山东,济南,,,未找到坐标
678,济南鑫捷瑞电气有限公司,中国,山东,济南,117.213117,36.817707,
679,山东小鸭精工机械有限公司,中国,山东,济南,117.138916,36.691796,
680,山东人才信总科技有限公司,中国,山东,济南,,,未找到坐标
681,山东科华电力技术有限公司,中国,山东,济南,,,未找到坐标
682,山东志伟智能制造集团有限公司,中国,山东,济南,,,未找到坐标
683,易通金服支付有限公司,中国,山东,济南,117.140395,36.679090,
684,济南固丰建材科技有限公司,中国,山东,济南,,,未找到坐标
685,山东华健信息科技有限公司,中国,山东,济南,,,未找到坐标
686,山东水发鲁润水务科技有限公司,中国,山东,济南,117.014922,36.687640,
687,山东融谷信息科技有限公司,中国,山东,济南,,,未找到坐标
688,山东久辉信息科技有限公司,中国,山东,济南,,,未找到坐标
689,山东泽众电子科技有限公司,中国,山东,济南,117.031625,36.679825,
690,山东邦维信息科技有限公司,中国,山东,济南,,,未找到坐标
691,山东纳恩信息科技有限公司,中国,山东,济南,,,未找到坐标
692,济南百博生物技术股份有限公司,中国,山东,济南,,,未找到坐标
693,山东电工电气集团智能电气有限公司,中国,山东,济南,,,未找到坐标
694,山东舜辉装饰工程有限公司,中国,山东,济南,,,未找到坐标
695,山东龙羲含章科技发展有限公司,中国,山东,济南,,,未找到坐标
696,山东国稳电气有限公司,中国,山东,济南,,,未找到坐标
697,山东中翰软件有限公司,中国,山东,济南,,,未找到坐标
698,济南唯智光电科技有限公司,中国,山东,济南,117.261116,36.718417,
699,济南格林信息科技有限公司,中国,山东,济南,117.117235,36.680933,
700,金诃藏药(山东)健康产业有限公司,中国,山东,济南,117.341825,36.693637,
701,山东飞博赛斯光电科技有限公司,中国,山东,济南,117.134275,36.678075,
702,济南超然信息科技有限公司,中国,山东,济南,,,未找到坐标
703,山东华云三维科技有限公司,中国,山东,济南,117.149935,36.664751,
704,山东汇达新型建筑材料有限公司,中国,山东,济南,117.010663,36.875622,
705,济南赛诺富隆新材料有限公司,中国,山东,济南,116.997961,36.888347,
706,中道华泰建设集团有限公司,中国,山东,济南,117.222112,36.653540,
