序号,企业名称,国家,省份,城市
535,济南力宽机械配件有限公司,中国,山东,济南
536,济南晨彩包装印刷有限公司,中国,山东,济南
537,济南春生机械有限公司,中国,山东,济南
538,山东万豪作物科学有限公司,中国,山东,济南
539,济南天邦化工有限公司,中国,山东,济南
540,山东汇格生物科技有限公司,中国,山东,济南
541,济南汉葳电气有限公司,中国,山东,济南
542,山东佳梆机械科技有限公司,中国,山东,济南
543,山东诺扬检测技术有限公司,中国,山东,济南
544,山东德洋计量检测有限公司,中国,山东,济南
545,山东高速新材料科技有限公司,中国,山东,济南
546,山东优派特造纸机械有限公司,中国,山东,济南
547,山东齐鲁化纺有限公司,中国,山东,济南
548,济南华庆农业机械科技有限公司,中国,山东,济南
549,山东东展建筑科技有限公司,中国,山东,济南
550,山东泽业机床制造有限公司,中国,山东,济南
551,山东华盟机械制造有限公司,中国,山东,济南
552,龙雕智能装备（山东）有限公司,中国,山东,济南
553,齐鲁宏业纺织集团有限公司,中国,山东,济南
554,中建八局建筑科技（山东）有限公司,中国,山东,济南
555,创意银航（山东）技术有限公司,中国,山东,济南
556,山东新北方电气设备有限公司,中国,山东,济南
557,山东润禧生物科技有限公司,中国,山东,济南
558,济南易考软件技术有限公司,中国,山东,济南
559,济南极源生物科技有限公司,中国,山东,济南
560,知岐健康产业（山东）集团有限公司,中国,山东,济南
561,山东鲁新设计工程股份有限公司,中国,山东,济南
562,山东博纳生物科技集团有限公司,中国,山东,济南
563,济南环陶环保工程有限公司,中国,山东,济南
564,山东正云信息科技有限公司,中国,山东,济南
565,山东仁智信息工程有限公司,中国,山东,济南
566,济南爱维互联网有限公司,中国,山东,济南
567,山东华邮科教信息技术有限公司,中国,山东,济南
568,宜明（济南）生物科技有限公司,中国,山东,济南
569,山东科捷工程检测有限公司,中国,山东,济南
570,山东和兑智能科技有限公司,中国,山东,济南
571,山东天酵源生物科技有限公司,中国,山东,济南
572,山东镭研激光科技有限公司,中国,山东,济南
573,山东电工时代能源科技有限公司,中国,山东,济南
574,山东青橙数字科技有限公司,中国,山东,济南
575,中科正源（山东）光电科技有限公司,中国,山东,济南
576,山东华天电气有限公司,中国,山东,济南
577,山东太平洋环保股份有限公司,中国,山东,济南
578,济南昊远智能科技有限公司,中国,山东,济南
579,山东领创信息科技有限公司,中国,山东,济南
580,山东微笑数据科技有限公司,中国,山东,济南
581,山东金璋隆祥智能科技有限责任公司,中国,山东,济南
582,山东首瀚信息科技有限公司,中国,山东,济南
583,山东宜美科节能服务有限责任公司,中国,山东,济南
584,山东普尼奥水处理科技有限公司,中国,山东,济南
585,国网智能科技股份有限公司,中国,山东,济南
586,济南高品伟业信息科技有限公司,中国,山东,济南
587,山东新松工业软件研究院股份有限公司,中国,山东,济南
588,山东达冠医药科技有限公司,中国,山东,济南
589,山东尚健医疗科技有限公司,中国,山东,济南
590,济南爱新卓尔医学检验有限公司,中国,山东,济南
591,济南普华春天应用软件有限公司,中国,山东,济南
592,济南科明数码技术股份有限公司,中国,山东,济南
593,山东鲁明新材料有限公司,中国,山东,济南
594,山东天泰环境科技有限公司,中国,山东,济南
595,山东产研金融科技研究院有限公司,中国,山东,济南
596,济南凯晨生物科技有限公司,中国,山东,济南
597,山东标准检测技术有限公司,中国,山东,济南
598,中科骊久（济南）机器人有限公司,中国,山东,济南
599,山东奥淼科技发展有限公司,中国,山东,济南
600,山东比沃斯机电工程有限公司,中国,山东,济南
601,山东君合市政建设集团有限公司,中国,山东,济南
602,山东华智人才科技有限公司,中国,山东,济南
603,山东华泰保尔水务农业装备工程有限公司,中国,山东,济南
604,山东鼎夏智能科技有限公司,中国,山东,济南
605,山东天铭医药科技有限公司,中国,山东,济南
606,山东巨微智能技术有限公司,中国,山东,济南
607,济南三鼎电气有限责任公司,中国,山东,济南
608,山东百灵互联网医疗健康有限公司,中国,山东,济南
609,凯丰智慧（山东省）市政工程有限公司,中国,山东,济南
610,山东省资源环境建设集团有限公司,中国,山东,济南
611,山东华城工程技术有限公司,中国,山东,济南
612,山东平伟医疗技术有限公司,中国,山东,济南
613,山东星乾信息科技有限公司,中国,山东,济南
614,山东建研检测检验科技有限公司,中国,山东,济南
615,山东旷为信息科技有限公司,中国,山东,济南
616,山东华商亿源制冷空调工程有限公司,中国,山东,济南
617,山东百舜信息技术有限公司,中国,山东,济南
618,山东博通节能科技有限公司,中国,山东,济南
619,泉脉农业科技有限公司,中国,山东,济南
620,山东汇创信息技术有限公司,中国,山东,济南
621,山东顺能网络科技有限公司,中国,山东,济南
622,济南东和信息技术有限公司,中国,山东,济南
623,山东泓科信息技术有限公司,中国,山东,济南
624,济南创泽生物医药科技有限公司,中国,山东,济南
625,山东瑶安电子科技发展有限公司,中国,山东,济南
626,济南沃隆软件技术有限公司,中国,山东,济南
627,山东文保文物修复技术有限公司,中国,山东,济南
628,济南德尔姆仪器有限公司,中国,山东,济南
629,山东丞辉信息科技发展有限公司,中国,山东,济南
630,山东友大软件科技有限公司,中国,山东,济南
631,山东经纬信息集团有限公司,中国,山东,济南
632,山东军地信息技术集团有限公司,中国,山东,济南
633,赛克赛斯生物科技股份有限公司,中国,山东,济南
634,迈德（山东）科技股份有限公司,中国,山东,济南
635,山东天泰啤酒设备有限公司,中国,山东,济南
636,山东路科公路信息咨询有限公司,中国,山东,济南
637,山东水发生命科学研究有限公司,中国,山东,济南
638,山东浪潮科学研究院有限公司,中国,山东,济南
639,山东耀智信息科技有限公司,中国,山东,济南
640,山东小鸭冷链有限公司,中国,山东,济南
641,山东煜德电子技术有限公司,中国,山东,济南
642,山东万腾智能科技有限公司,中国,山东,济南
643,山东智慧照明科技有限公司,中国,山东,济南
644,济南祥控自动化设备有限公司,中国,山东,济南
645,济南行者网络科技有限公司,中国,山东,济南
646,山东圣瑞信息技术有限公司,中国,山东,济南
647,山东万腾数字科技有限公司,中国,山东,济南
648,山东科讯生物芯片技术有限公司,中国,山东,济南
649,山东朝启电子科技有限公司,中国,山东,济南
650,山东舒尔智能工程有限公司,中国,山东,济南
651,山东东林环境科技有限公司,中国,山东,济南
652,云科（山东）电子科技有限公司,中国,山东,济南
653,山东中测校准质控技术有限公司,中国,山东,济南
654,瀚高基础软件股份有限公司,中国,山东,济南
655,山东客套智能科技有限公司,中国,山东,济南
656,山东鑫雅特艺纸制品有限公司,中国,山东,济南
657,山东国耀量子雷达科技有限公司,中国,山东,济南
658,山东深蓝智谱数字科技有限公司,中国,山东,济南
659,山东浪潮智慧能源科技有限公司,中国,山东,济南
660,山东中鸿特检生物科技有限公司,中国,山东,济南
661,济南光机医疗设备有限公司,中国,山东,济南
662,山东金码信息技术有限公司,中国,山东,济南
663,山东同智信息科技有限公司,中国,山东,济南
664,山东旭研信息科技有限公司,中国,山东,济南
665,山东壹酒叮咚电子技术有限公司,中国,山东,济南
666,济南金港热处理有限公司,中国,山东,济南
667,山东恒道信息技术有限公司,中国,山东,济南
668,山东网聪信息科技有限公司,中国,山东,济南
669,山东新睿信息科技有限公司,中国,山东,济南
670,山东乐普韦尔自动化技术有限公司,中国,山东,济南
671,山东电工配网科技发展有限公司,中国,山东,济南
672,山东和信智能科技有限公司,中国,山东,济南
673,山东八宇网络科技有限公司,中国,山东,济南
674,华杰恒信（山东）电子科技有限公司,中国,山东,济南
675,山东大丁木丰科技信息有限公司,中国,山东,济南
676,山东小鸭新能源科技有限公司,中国,山东,济南
677,山东锋士信息技术有限公司,中国,山东,济南
678,济南鑫捷瑞电气有限公司,中国,山东,济南
679,山东小鸭精工机械有限公司,中国,山东,济南
680,山东人才信总科技有限公司,中国,山东,济南
681,山东科华电力技术有限公司,中国,山东,济南
682,山东志伟智能制造集团有限公司,中国,山东,济南
683,易通金服支付有限公司,中国,山东,济南
684,济南固丰建材科技有限公司,中国,山东,济南
685,山东华健信息科技有限公司,中国,山东,济南
686,山东水发鲁润水务科技有限公司,中国,山东,济南
687,山东融谷信息科技有限公司,中国,山东,济南
688,山东久辉信息科技有限公司,中国,山东,济南
689,山东泽众电子科技有限公司,中国,山东,济南
690,山东邦维信息科技有限公司,中国,山东,济南
691,山东纳恩信息科技有限公司,中国,山东,济南
692,济南百博生物技术股份有限公司,中国,山东,济南
693,山东电工电气集团智能电气有限公司,中国,山东,济南
694,山东舜辉装饰工程有限公司,中国,山东,济南
695,山东龙羲含章科技发展有限公司,中国,山东,济南
696,山东国稳电气有限公司,中国,山东,济南
697,山东中翰软件有限公司,中国,山东,济南
698,济南唯智光电科技有限公司,中国,山东,济南
699,济南格林信息科技有限公司,中国,山东,济南
700,金诃藏药(山东)健康产业有限公司,中国,山东,济南
701,山东飞博赛斯光电科技有限公司,中国,山东,济南
702,济南超然信息科技有限公司,中国,山东,济南
703,山东华云三维科技有限公司,中国,山东,济南
704,山东汇达新型建筑材料有限公司,中国,山东,济南
705,济南赛诺富隆新材料有限公司,中国,山东,济南
706,中道华泰建设集团有限公司,中国,山东,济南
